train/learning_rate,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,time/episodes,time/total_timesteps,train/reward
0.001,251,53,208.76202392578125,13311,184.02749633789062,4,13412,2.476904
0.001,481,55,13.472766876220703,26723,101.4762191772461,8,26824,2.476904
0.001,686,58,2.127779960632324,40135,54.67457962036133,12,40236,2.476904
