train/reward,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_fraction,train/loss,train/explained_variance,train/clip_range,train/value_loss,train/std,train/learning_rate,train/approx_kl,train/entropy_loss,train/n_updates
0.078538,194,155648,76,801,-0.003397355880588293,0.3056640625,11.7560453414917,0.16362351179122925,0.2,14.335439130663872,1.1256171464920044,0.00025,0.028340178,-47.60817353725433,750
-2.6680055,194,157696,77,810,-0.001080892953905277,0.30673828125,8.921457290649414,0.3005467653274536,0.2,19.454235541820527,1.1263659000396729,0.00025,0.019784076,-47.651379466056824,760
0.82630044,194,159744,78,820,-0.0009504290384938941,0.283740234375,40.35435485839844,0.09313982725143433,0.2,81.86716544628143,1.1275687217712402,0.00025,0.021278515,-47.68110263347626,770
1.0460551,194,161792,79,830,-0.009034913495997898,0.216748046875,3.872943878173828,0.41348713636398315,0.2,9.873562923073768,1.127833366394043,0.00025,0.021604002,-47.69743015766144,780
1.7759345,194,163840,80,840,0.010637342430709396,0.386328125,53.151756286621094,0.09138524532318115,0.2,74.47931137084962,1.130169153213501,0.00025,0.042165346,-47.72514133453369,790
-0.59228456,194,165888,81,851,0.014683181251166388,0.446142578125,17.304367065429688,-0.017726659774780273,0.2,33.661760365962984,1.1315199136734009,0.00025,0.05513704,-47.775228190422055,800
-2.5721097,194,167936,82,861,-0.007817187632826971,0.19140625,11.550747871398926,0.12998241186141968,0.2,30.299595695734023,1.133190631866455,0.00025,0.018234637,-47.82130913734436,810
1.3547481,194,169984,83,872,0.0013004458887735382,0.291064453125,29.393953323364258,0.11246263980865479,0.2,58.98098168373108,1.1376672983169556,0.00025,0.028923837,-47.892892956733704,820
-0.48236883,194,172032,84,882,-0.006371283522457816,0.298974609375,4.023777484893799,0.17626595497131348,0.2,10.393962401151658,1.140601396560669,0.00025,0.023191825,-48.022713255882266,830
4.0910993,194,174080,85,892,-0.003028919792268425,0.15439453125,21.01262855529785,0.20396965742111206,0.2,41.68467488288879,1.1421639919281006,0.00025,0.02824494,-48.06623725891113,840
1.6125034,195,176128,86,902,-0.004449312188080512,0.226904296875,27.523279190063477,0.11981481313705444,0.2,51.64422435760498,1.1430954933166504,0.00025,0.0228079,-48.102204418182374,850
0.40938264,195,178176,87,912,-0.009486304855090565,0.1154296875,13.53629207611084,0.1433882713317871,0.2,31.562876343727112,1.1432106494903564,0.00025,0.009966627,-48.1213942527771,860
0.33701757,195,180224,88,922,0.006046175990195479,0.230712890625,30.70888900756836,0.08196353912353516,0.2,95.31365168094635,1.1439794301986694,0.00025,0.02381029,-48.1230299949646,870
2.93372,195,182272,89,932,0.005240363473421894,0.30947265625,10.237595558166504,0.1190991997718811,0.2,20.127014189958572,1.1464742422103882,0.00025,0.022177212,-48.173910069465634,880
5.9846544,195,184320,90,943,0.0008454458860796876,0.095458984375,65.2337646484375,0.22026437520980835,0.2,88.11310238838196,1.1471688747406006,0.00025,0.014914386,-48.21385056972504,890
0.8315118,195,186368,91,953,-0.004152016268926672,0.11474609375,35.62025833129883,0.18678367137908936,0.2,97.43547916412354,1.147798776626587,0.00025,0.01792379,-48.23473906517029,900
-0.17620479,195,188416,92,964,-0.009625855607737321,0.233349609375,5.909538269042969,0.366019070148468,0.2,20.770371425151826,1.1483778953552246,0.00025,0.014434241,-48.25111811161041,910
-2.2595437,195,190464,93,974,0.0032172618753975256,0.314306640625,32.84823226928711,0.22408396005630493,0.2,80.1986674785614,1.1496405601501465,0.00025,0.025135074,-48.276243114471434,920
-0.7789812,195,192512,94,984,-0.004696262370271142,0.1298828125,38.30958938598633,0.14605432748794556,0.2,49.46942735910416,1.1500071287155151,0.00025,0.011452725,-48.29545607566833,930
-0.8582684,195,194560,95,995,-0.005552739099948667,0.16953125,22.59266471862793,0.2458013892173767,0.2,65.70364379882812,1.150216817855835,0.00025,0.011528383,-48.29972105026245,940
-0.6161393,195,196608,96,1006,0.00047142897819867357,0.154296875,34.171016693115234,0.23639535903930664,0.2,92.70717442035675,1.150949239730835,0.00025,0.024848051,-48.31409571170807,950
-0.92521644,192,198656,97,1031,-0.005689266457920894,0.199658203125,6.467837333679199,0.27638572454452515,0.2,15.420976376533508,1.1516902446746826,0.00025,0.020590173,-48.33398966789245,960
-4.4170833,192,200704,98,1042,0.0009364557947264985,0.275,66.28912353515625,0.20744651556015015,0.2,94.41133143901826,1.1544394493103027,0.00025,0.026124984,-48.380224514007566,970
