train/reward,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_fraction,train/std,train/learning_rate,train/loss,train/n_updates,train/clip_range
1.2406394,131072,64,162,805,0.0946969985961914,-42.08776309490204,-0.014916445821290836,0.017071452,27.548012298345565,0.182958984375,1.0903856754302979,0.00025,12.131482124328613,630,0.2
0.41324657,133120,65,162,818,0.1837863326072693,-42.15329704284668,0.0005032527667935937,0.021391254,31.50362446308136,0.23896484375,1.0913281440734863,0.00025,14.60460376739502,640,0.2
0.2862152,135168,66,162,830,0.17781221866607666,-42.18443510532379,-0.0025499292212771254,0.031439595,11.45197665989399,0.41708984375,1.0930372476577759,0.00025,3.560481548309326,650,0.2
-3.0501003,137216,67,162,843,0.09852659702301025,-42.197726774215695,0.01010051959892735,0.027191788,67.04591901302338,0.315771484375,1.0924842357635498,0.00025,40.41788101196289,660,0.2
0.94193333,139264,68,162,855,0.13711297512054443,-42.200895762443544,-0.003326423966791481,0.026854122,46.47247362136841,0.216357421875,1.093584656715393,0.00025,26.681941986083984,670,0.2
0.3643483,141312,69,162,868,0.05978602170944214,-42.24473385810852,-0.003946117351006251,0.04515885,26.18049978017807,0.313720703125,1.0959299802780151,0.00025,16.754304885864258,680,0.2
1.2895879,143360,70,162,880,0.1629597544670105,-42.28625819683075,0.00102838681123103,0.032400668,57.454571104049684,0.24267578125,1.096626877784729,0.00025,23.135770797729492,690,0.2
-0.36990795,145408,71,162,893,0.265644907951355,-42.29721834659576,-0.01192876450077165,0.015692826,13.484666568040847,0.164990234375,1.0966039896011353,0.00025,5.374987602233887,700,0.2
2.280972,147456,72,162,905,0.18386870622634888,-42.30734143257141,-0.0010755628609331325,0.052772142,78.51173522472382,0.212109375,1.0977652072906494,0.00025,28.430561065673828,710,0.2
-0.72870845,149504,73,162,918,0.088520348072052,-42.36676223278046,0.017745374501100742,0.036818307,122.21083607673646,0.459130859375,1.1009459495544434,0.00025,55.87617111206055,720,0.2
1.1725366,151552,74,162,931,0.5290819406509399,-42.43586120605469,0.0016392304736655206,0.026539851,17.191230604052542,0.32626953125,1.1030570268630981,0.00025,5.067914009094238,730,0.2
-1.3120275,153600,75,162,943,0.2212122678756714,-42.51220500469208,0.016516910496284253,0.03951733,156.07343363761902,0.42861328125,1.1067910194396973,0.00025,70.14068603515625,740,0.2
-2.5028453,155648,76,162,955,0.3025602102279663,-42.55745997428894,-0.004315681317530106,0.019324727,51.53174387216568,0.22841796875,1.1070773601531982,0.00025,34.01067352294922,750,0.2
-2.7639768,157696,77,162,968,0.20465922355651855,-42.556786513328554,0.006493482500081882,0.037585676,84.06123795509339,0.253173828125,1.1068999767303467,0.00025,44.71771240234375,760,0.2
1.0266714,159744,78,162,981,0.0639873743057251,-42.56728610992432,0.006551639671670273,0.030590145,84.91514580249786,0.343310546875,1.107969880104065,0.00025,41.04745101928711,770,0.2
0.9332998,161792,79,162,993,0.37961071729660034,-42.612594270706175,0.017188987127155997,0.03126455,10.510594409704208,0.414990234375,1.1104263067245483,0.00025,3.928654909133911,780,0.2
3.5259461,163840,80,162,1006,0.13522595167160034,-42.66093339920044,-0.004046813484455925,0.039202794,94.92069706916809,0.221142578125,1.1127119064331055,0.00025,57.964683532714844,790,0.2
-0.4467949,165888,81,162,1019,0.21653568744659424,-42.7091527223587,-0.007728480288642458,0.012569993,31.477502566576003,0.124853515625,1.1130666732788086,0.00025,19.844118118286133,800,0.2
